shipment_id,order_id,supplier_id,ship_date,estimated_delivery,actual_delivery,delivery_status,delivery_delay_days,carrier,shipping_cost
SHP-01036,ORD-00005,SUP-0177,2024-04-19,2024-04-29,,Pending,,Delhivery,46.12
SHP-01037,ORD-01476,SUP-0138,2025-03-29,2025-04-09,2025-04-14,Delivered,5,Ecom Express,15.67
SHP-01038,ORD-01138,SUP-0115,2025-09-07,2025-09-12,,Pending,,DTDC,198.78
SHP-01039,ORD-00619,SUP-0103,2025-07-21,2025-08-04,2025-08-03,Delivered,-1,Shadowfax,31.94
SHP-01040,ORD-01232,SUP-0134,2024-09-12,2024-09-25,2024-09-22,Delivered,-3,DTDC,9.44
SHP-01041,ORD-01055,SUP-0004,2025-07-08,2025-07-19,,Cancelled,,Ecom Express,213.93
SHP-01042,ORD-01041,SUP-0069,2024-02-12,2024-02-15,,Cancelled,,Delhivery,52.18
SHP-01043,ORD-00579,SUP-0142,2025-12-30,2026-01-06,2026-01-03,Delivered,-3,DTDC,186.56
SHP-01044,ORD-01424,SUP-0182,2024-02-19,2024-02-27,,Pending,,BlueDart,88.61
SHP-01045,ORD-01314,SUP-0152,2025-06-14,2025-06-28,,Delayed,,Shadowfax,14.32
SHP-01046,ORD-00378,SUP-0025,2024-04-18,2024-04-21,,In Transit,,Xpressbees,176.91
SHP-01047,ORD-01165,SUP-0036,2024-11-06,2024-11-08,,Delayed,,Safexpress,23.4
SHP-01048,ORD-00596,SUP-0109,2025-03-16,2025-03-31,,Delayed,,DTDC,68.28
SHP-01049,ORD-01036,SUP-0176,2024-04-27,2024-05-10,,In Transit,,Safexpress,183.17
SHP-01050,ORD-01160,SUP-0199,2025-06-20,2025-06-28,,In Transit,,BlueDart,17.64
SHP-01051,ORD-00548,SUP-0144,2025-09-28,2025-10-13,,Cancelled,,DTDC,210.6
SHP-01052,ORD-01198,SUP-0020,2025-12-07,2025-12-18,,Pending,,DTDC,47.18
SHP-01053,ORD-00010,SUP-0063,2025-08-15,2025-08-17,,In Transit,,BlueDart,24.36
SHP-01054,ORD-00532,SUP-0176,2025-03-19,2025-03-27,,Pending,,Ecom Express,126.38
SHP-01055,ORD-00246,SUP-0126,2025-03-05,2025-03-12,,Delayed,,DTDC,215.85
SHP-01056,ORD-01050,SUP-0074,2025-10-08,2025-10-13,2025-10-10,Delivered,-3,Shadowfax,157.79
SHP-01057,ORD-00118,SUP-0146,2024-11-06,2024-11-16,,In Transit,,Safexpress,189.68
SHP-01058,ORD-00596,SUP-0091,2025-10-26,2025-11-03,2025-11-04,Delivered,1,Delhivery,134.45
SHP-01059,ORD-00296,SUP-0049,2025-12-24,2025-12-31,,Cancelled,,DTDC,222.48
SHP-01060,ORD-00261,SUP-0070,2024-08-19,2024-08-28,2024-08-27,Delivered,-1,Safexpress,244.85
SHP-01061,ORD-01132,SUP-0025,2025-05-15,2025-05-21,,Delayed,,BlueDart,106.24
SHP-01062,ORD-00446,SUP-0200,2025-11-16,2025-11-23,,Cancelled,,Ecom Express,125.05
SHP-01063,ORD-00657,SUP-0130,2025-07-11,2025-07-14,,Delayed,,Safexpress,8.26
SHP-01064,ORD-00662,SUP-0063,2025-05-31,2025-06-11,,In Transit,,Ecom Express,221.71
SHP-01065,ORD-00075,SUP-0070,2025-06-14,2025-06-21,,In Transit,,Safexpress,204.82
SHP-01066,ORD-00572,SUP-0136,2024-05-24,2024-06-03,,Delayed,,Ecom Express,143.33
SHP-01067,ORD-01045,SUP-0004,2024-05-07,2024-05-11,,Cancelled,,Xpressbees,154.92
SHP-01068,ORD-00764,SUP-0046,2025-01-25,2025-01-30,,Cancelled,,Ecom Express,167.75
SHP-01069,ORD-01225,SUP-0112,2025-02-28,2025-03-09,,In Transit,,Safexpress,44.99
SHP-01070,ORD-00492,SUP-0022,2025-02-28,2025-03-05,,Cancelled,,DTDC,47.63
SHP-01071,ORD-00698,SUP-0137,2024-08-24,2024-08-27,,Pending,,BlueDart,155.19
SHP-01072,ORD-01244,SUP-0163,2025-12-21,2025-12-28,,Pending,,Xpressbees,209.58
SHP-01073,ORD-00068,SUP-0005,2024-06-13,2024-06-23,,In Transit,,Delhivery,215.92
SHP-01074,ORD-01019,SUP-0145,2024-03-23,2024-03-31,2024-03-30,Delivered,-1,Ecom Express,93.9
SHP-01075,ORD-00037,SUP-0195,2024-05-16,2024-05-28,,Delayed,,Shadowfax,75.13
SHP-01076,ORD-00932,SUP-0055,2024-08-16,2024-08-28,,Pending,,Ecom Express,28.39
SHP-01077,ORD-01316,SUP-0019,2024-10-15,2024-10-26,,In Transit,,Delhivery,187.03
SHP-01078,ORD-00382,SUP-0111,2024-09-01,2024-09-16,2024-09-21,Delivered,5,DTDC,167.43
SHP-01079,ORD-00875,SUP-0013,2025-04-24,2025-05-06,,Cancelled,,Xpressbees,108.4
SHP-01080,ORD-00997,SUP-0166,2024-09-20,2024-09-29,,Delayed,,Safexpress,38.26
SHP-01081,ORD-00106,SUP-0016,2025-12-30,2026-01-02,2026-01-09,Delivered,7,Ecom Express,5.38
SHP-01082,ORD-00472,SUP-0190,2025-06-05,2025-06-10,,Pending,,Xpressbees,212.32
SHP-01083,ORD-00356,SUP-0165,2025-02-07,2025-02-21,2025-02-19,Delivered,-2,Shadowfax,114.51
SHP-01084,ORD-01458,SUP-0089,2025-05-02,2025-05-16,,Cancelled,,Safexpress,59.31
SHP-01085,ORD-00579,SUP-0055,2024-05-25,2024-06-01,,In Transit,,Shadowfax,60.36
SHP-01086,ORD-01262,SUP-0033,2024-05-12,2024-05-18,,In Transit,,Ecom Express,221.84
SHP-01087,ORD-01009,SUP-0047,2025-05-03,2025-05-17,,Delayed,,Xpressbees,116.77
SHP-01088,ORD-00742,SUP-0043,2025-04-01,2025-04-03,,Pending,,Delhivery,166.3
SHP-01089,ORD-01068,SUP-0024,2025-06-22,2025-06-26,,Pending,,Delhivery,234.24
SHP-01090,ORD-00578,SUP-0009,2025-06-22,2025-06-30,,Pending,,BlueDart,179.19
SHP-01091,ORD-00389,SUP-0102,2025-06-27,2025-07-08,,In Transit,,Safexpress,192.64
SHP-01092,ORD-01002,SUP-0077,2025-07-09,2025-07-24,,Cancelled,,BlueDart,203.78
SHP-01093,ORD-00033,SUP-0085,2025-11-14,2025-11-23,,Pending,,Safexpress,158.33
SHP-01094,ORD-01204,SUP-0170,2025-07-27,2025-08-03,,In Transit,,Shadowfax,198.94
SHP-01095,ORD-00638,SUP-0099,2025-04-02,2025-04-04,,Delayed,,Shadowfax,176.88
SHP-01096,ORD-01480,SUP-0135,2024-09-07,2024-09-11,,Cancelled,,Ecom Express,64.13
SHP-01097,ORD-01322,SUP-0080,2025-10-16,2025-10-20,2025-10-22,Delivered,2,Xpressbees,24.9
SHP-01098,ORD-00860,SUP-0075,2025-12-30,2026-01-10,,Delayed,,Xpressbees,187.8
SHP-01099,ORD-00912,SUP-0171,2025-10-22,2025-11-01,,Delayed,,DTDC,21.72
SHP-01100,ORD-01167,SUP-0184,2025-06-13,2025-06-18,,Delayed,,Xpressbees,187.84
SHP-01101,ORD-00161,SUP-0159,2024-08-18,2024-08-25,,Cancelled,,Safexpress,76.19
SHP-01102,ORD-01306,SUP-0181,2024-12-01,2024-12-05,,Cancelled,,Delhivery,33.12
SHP-01103,ORD-01148,SUP-0059,2024-12-09,2024-12-13,,Delayed,,Safexpress,86.39
SHP-01104,ORD-01291,SUP-0118,2024-02-22,2024-03-04,2024-03-05,Delivered,1,BlueDart,126.11
SHP-01105,ORD-01170,SUP-0173,2025-03-08,2025-03-16,,In Transit,,BlueDart,128.77
SHP-01106,ORD-01195,SUP-0197,2025-01-23,2025-01-29,,Pending,,Shadowfax,236.2
SHP-01107,ORD-01011,SUP-0022,2025-11-26,2025-12-07,,Delayed,,Safexpress,122.28
SHP-01108,ORD-01285,SUP-0035,2025-10-08,2025-10-22,,In Transit,,Delhivery,15.78
SHP-01109,ORD-01471,SUP-0025,2025-10-22,2025-10-24,2025-10-23,Delivered,-3,Safexpress,67.6
SHP-01110,ORD-01034,SUP-0015,2025-02-21,2025-03-04,,Delayed,,Xpressbees,49.64
SHP-01111,ORD-00176,SUP-0151,2024-11-25,2024-12-02,,Delayed,,Ecom Express,31.38
SHP-01112,ORD-01194,SUP-0102,2024-02-13,2024-02-26,,Cancelled,,Xpressbees,29.05
SHP-01113,ORD-01429,SUP-0003,2025-11-17,2025-11-29,2025-12-04,Delivered,5,Delhivery,179.73
SHP-01114,ORD-01293,SUP-0124,2024-12-27,2025-01-09,,Cancelled,,BlueDart,71.86
SHP-01115,ORD-01350,SUP-0173,2024-06-27,2024-07-12,,Delayed,,Safexpress,76.78
SHP-01116,ORD-01476,SUP-0109,2025-12-09,2025-12-17,,Cancelled,,Ecom Express,177.42
SHP-01117,ORD-00264,SUP-0133,2025-09-26,2025-10-11,,Pending,,BlueDart,214.1
SHP-01118,ORD-00708,SUP-0151,2024-04-27,2024-04-30,,Delayed,,Xpressbees,43.05
SHP-01119,ORD-00680,SUP-0056,2024-03-06,2024-03-18,,In Transit,,DTDC,227.97
SHP-01120,ORD-00422,SUP-0111,2024-08-28,2024-09-02,,Pending,,Xpressbees,96.42
SHP-01121,ORD-00917,SUP-0114,2025-11-27,2025-12-06,,Delayed,,BlueDart,66.42
SHP-01122,ORD-01480,SUP-0197,2024-05-13,2024-05-27,,Delayed,,Ecom Express,135.35
SHP-01123,ORD-00988,SUP-0018,2024-11-26,2024-12-01,2024-12-08,Delivered,7,Delhivery,78.39
SHP-01124,ORD-01326,SUP-0024,2025-08-27,2025-09-07,,Delayed,,Ecom Express,5.25
SHP-01125,ORD-00978,SUP-0131,2024-03-17,2024-04-01,,In Transit,,Delhivery,239.11
SHP-01126,ORD-00846,SUP-0010,2024-03-28,2024-04-08,,Cancelled,,Xpressbees,211.38
SHP-01127,ORD-00808,SUP-0196,2025-02-06,2025-02-17,,Delayed,,Xpressbees,208.97
SHP-01128,ORD-00560,SUP-0192,2025-04-30,2025-05-14,,In Transit,,Delhivery,117.57
SHP-01129,ORD-00349,SUP-0100,2024-10-23,2024-10-30,,In Transit,,Xpressbees,127.61
SHP-01130,ORD-00502,SUP-0090,2024-02-21,2024-02-25,,In Transit,,DTDC,53.32
SHP-01131,ORD-01174,SUP-0084,2025-01-15,2025-01-22,,In Transit,,Shadowfax,114.14
SHP-01132,ORD-00778,SUP-0187,2025-05-16,2025-05-23,,In Transit,,Delhivery,121.26
SHP-01133,ORD-01148,SUP-0046,2024-04-05,2024-04-17,2024-04-21,Delivered,4,Shadowfax,173.7
SHP-01134,ORD-01337,SUP-0119,2025-09-01,2025-09-15,,Pending,,DTDC,99.57
SHP-01135,ORD-01487,SUP-0097,2025-03-01,2025-03-05,2025-03-12,Delivered,7,Delhivery,68.78
SHP-01136,ORD-01429,SUP-0169,2025-10-16,2025-10-21,,Cancelled,,Xpressbees,169.19
SHP-01137,ORD-00485,SUP-0046,2024-04-19,2024-04-27,,Cancelled,,DTDC,240.71
SHP-01138,ORD-00904,SUP-0077,2024-12-07,2024-12-20,,Delayed,,Ecom Express,59.63
SHP-01139,ORD-00079,SUP-0162,2025-08-20,2025-08-23,,Pending,,Shadowfax,210.03
SHP-01140,ORD-00806,SUP-0016,2025-02-14,2025-02-16,,In Transit,,Safexpress,101.5
SHP-01141,ORD-00799,SUP-0092,2024-05-28,2024-06-11,2024-06-08,Delivered,-3,Safexpress,23.92
SHP-01142,ORD-00531,SUP-0119,2024-02-27,2024-03-08,,Delayed,,DTDC,186.54
SHP-01143,ORD-01459,SUP-0129,2025-10-25,2025-11-09,2025-11-10,Delivered,1,Delhivery,27.15
SHP-01144,ORD-01340,SUP-0177,2025-01-07,2025-01-22,,In Transit,,Safexpress,121.72
SHP-01145,ORD-01294,SUP-0107,2025-11-17,2025-11-28,,In Transit,,Ecom Express,233.1
SHP-01146,ORD-00989,SUP-0153,2025-10-05,2025-10-19,,In Transit,,Ecom Express,147.28
SHP-01147,ORD-01115,SUP-0121,2025-02-05,2025-02-14,,Delayed,,Safexpress,19.99
SHP-01148,ORD-00739,SUP-0150,2024-11-01,2024-11-12,,Cancelled,,Safexpress,193.72
SHP-01149,ORD-00972,SUP-0151,2024-04-01,2024-04-14,,In Transit,,Shadowfax,99.12
SHP-01150,ORD-01232,SUP-0181,2024-04-08,2024-04-14,,Pending,,Shadowfax,49.85
SHP-01151,ORD-00980,SUP-0147,2024-01-10,2024-01-22,2024-01-21,Delivered,-1,BlueDart,58.14
SHP-01152,ORD-01425,SUP-0101,2024-04-17,2024-04-21,,In Transit,,Shadowfax,145.12
SHP-01153,ORD-00965,SUP-0041,2024-09-25,2024-09-27,,Delayed,,Delhivery,66.18
SHP-01154,ORD-01117,SUP-0093,2025-07-02,2025-07-05,,Pending,,Xpressbees,123.1
SHP-01155,ORD-01420,SUP-0135,2024-05-18,2024-05-21,,Cancelled,,Ecom Express,47.33
SHP-01156,ORD-01281,SUP-0185,2025-10-23,2025-10-26,,Pending,,Shadowfax,91.53
SHP-01157,ORD-00848,SUP-0171,2024-03-28,2024-04-05,,Delayed,,Ecom Express,87.32
SHP-01158,ORD-01229,SUP-0178,2024-06-09,2024-06-14,,In Transit,,Ecom Express,93.58
SHP-01159,ORD-00266,SUP-0143,2025-12-08,2025-12-15,,Cancelled,,Xpressbees,168.7
SHP-01160,ORD-00896,SUP-0039,2024-07-18,2024-08-01,2024-08-08,Delivered,7,DTDC,41.22
SHP-01161,ORD-01462,SUP-0061,2024-06-30,2024-07-05,,Cancelled,,Ecom Express,237.88
SHP-01162,ORD-01113,SUP-0128,2025-03-25,2025-04-05,,Cancelled,,Delhivery,96.77
SHP-01163,ORD-00398,SUP-0105,2024-12-25,2025-01-06,,Cancelled,,Ecom Express,123.68
SHP-01164,ORD-00321,SUP-0080,2025-02-24,2025-03-08,,Cancelled,,DTDC,185.69
SHP-01165,ORD-00545,SUP-0093,2025-02-26,2025-03-10,,Pending,,Ecom Express,13.29
SHP-01166,ORD-01402,SUP-0027,2024-06-03,2024-06-08,,Cancelled,,DTDC,7.4
SHP-01167,ORD-00252,SUP-0176,2025-07-17,2025-07-30,,Pending,,Delhivery,133.95
SHP-01168,ORD-00101,SUP-0104,2025-07-06,2025-07-13,,Delayed,,Safexpress,81.07
SHP-01169,ORD-00719,SUP-0029,2024-01-27,2024-02-06,,Pending,,Safexpress,7.93
SHP-01170,ORD-01085,SUP-0165,2024-01-11,2024-01-13,2024-01-18,Delivered,5,Shadowfax,222.96
SHP-01171,ORD-00862,SUP-0067,2025-05-13,2025-05-22,,Cancelled,,Ecom Express,127.39
SHP-01172,ORD-00163,SUP-0137,2025-08-25,2025-09-03,,In Transit,,DTDC,194.13
SHP-01173,ORD-01123,SUP-0099,2025-03-13,2025-03-18,,Delayed,,DTDC,160.33
SHP-01174,ORD-00796,SUP-0060,2024-12-04,2024-12-09,,In Transit,,Ecom Express,205.22
SHP-01175,ORD-00907,SUP-0059,2024-10-10,2024-10-18,,Cancelled,,BlueDart,238.4
SHP-01176,ORD-01183,SUP-0178,2024-05-31,2024-06-14,,In Transit,,Xpressbees,230.37
SHP-01177,ORD-00349,SUP-0089,2025-05-29,2025-06-09,2025-06-07,Delivered,-2,Delhivery,49.42
SHP-01178,ORD-00994,SUP-0164,2024-10-24,2024-11-03,,In Transit,,Xpressbees,64.99
SHP-01179,ORD-00642,SUP-0030,2024-02-21,2024-02-25,,Pending,,Shadowfax,76.0
SHP-01180,ORD-00655,SUP-0034,2025-10-10,2025-10-16,2025-10-20,Delivered,4,DTDC,107.09
SHP-01181,ORD-01279,SUP-0042,2025-05-04,2025-05-12,,Cancelled,,Shadowfax,23.63
SHP-01182,ORD-00728,SUP-0061,2025-08-24,2025-09-02,,Delayed,,Xpressbees,97.52
SHP-01183,ORD-01172,SUP-0030,2025-06-29,2025-07-10,,Pending,,Shadowfax,141.38
SHP-01184,ORD-00900,SUP-0060,2024-11-01,2024-11-14,,Delayed,,Xpressbees,111.78
SHP-01185,ORD-00420,SUP-0136,2025-09-20,2025-10-02,,Delayed,,Shadowfax,90.77
SHP-01186,ORD-00923,SUP-0153,2024-11-02,2024-11-15,,Cancelled,,Safexpress,171.59
SHP-01187,ORD-01341,SUP-0063,2025-01-05,2025-01-08,,Delayed,,Delhivery,200.95
SHP-01188,ORD-01254,SUP-0068,2025-07-02,2025-07-08,,Pending,,DTDC,182.08
SHP-01189,ORD-00800,SUP-0145,2024-03-07,2024-03-12,,Delayed,,Ecom Express,49.37
SHP-01190,ORD-00981,SUP-0124,2024-09-13,2024-09-22,,Delayed,,Ecom Express,63.07
SHP-01191,ORD-01312,SUP-0130,2024-06-10,2024-06-14,2024-06-14,Delivered,0,Ecom Express,131.23
SHP-01192,ORD-00911,SUP-0019,2025-01-13,2025-01-28,,Delayed,,DTDC,215.01
SHP-01193,ORD-01272,SUP-0145,2024-03-24,2024-04-07,,Cancelled,,DTDC,132.19
SHP-01194,ORD-00681,SUP-0172,2025-01-17,2025-01-28,,Delayed,,Shadowfax,212.84
SHP-01195,ORD-00453,SUP-0153,2024-05-09,2024-05-24,,In Transit,,Delhivery,161.62
SHP-01196,ORD-00059,SUP-0004,2024-03-02,2024-03-13,,Pending,,Ecom Express,75.23
SHP-01197,ORD-00233,SUP-0083,2025-03-24,2025-04-01,,In Transit,,Shadowfax,94.26
SHP-01198,ORD-00067,SUP-0147,2024-11-26,2024-11-29,,Cancelled,,BlueDart,72.93
SHP-01199,ORD-00379,SUP-0169,2024-10-24,2024-10-28,,Delayed,,Safexpress,218.08
SHP-01200,ORD-00212,SUP-0060,2024-05-17,2024-05-28,,In Transit,,BlueDart,234.75
SHP-01201,ORD-00114,SUP-0052,2025-02-20,2025-02-25,,Pending,,Ecom Express,219.93
SHP-01202,ORD-00399,SUP-0121,2025-12-31,2026-01-11,,Pending,,Ecom Express,233.51
SHP-01203,ORD-01199,SUP-0147,2025-11-17,2025-11-19,,Cancelled,,Xpressbees,249.4
SHP-01204,ORD-00321,SUP-0181,2025-05-30,2025-06-12,,In Transit,,Delhivery,150.63
SHP-01205,ORD-00001,SUP-0126,2025-06-21,2025-07-01,,Delayed,,DTDC,159.16
SHP-01206,ORD-01297,SUP-0142,2025-04-26,2025-05-08,,Cancelled,,BlueDart,195.68
SHP-01207,ORD-00976,SUP-0109,2024-07-13,2024-07-28,,Delayed,,BlueDart,16.61
SHP-01208,ORD-00961,SUP-0165,2025-04-11,2025-04-22,,In Transit,,DTDC,131.29
SHP-01209,ORD-00507,SUP-0007,2025-03-23,2025-03-31,,Delayed,,Shadowfax,127.38
SHP-01210,ORD-01167,SUP-0084,2025-05-25,2025-06-08,,Cancelled,,Ecom Express,244.14
SHP-01211,ORD-00114,SUP-0094,2025-12-03,2025-12-09,,Pending,,Safexpress,16.36
SHP-01212,ORD-01443,SUP-0041,2024-05-23,2024-05-31,,Cancelled,,Shadowfax,224.21
SHP-01213,ORD-01494,SUP-0157,2024-01-28,2024-01-30,2024-02-03,Delivered,4,BlueDart,179.11
SHP-01214,ORD-01413,SUP-0038,2024-05-31,2024-06-07,,Delayed,,Xpressbees,131.61
SHP-01215,ORD-00708,SUP-0005,2024-10-23,2024-10-28,,Delayed,,Ecom Express,157.18
SHP-01216,ORD-01374,SUP-0128,2024-03-21,2024-03-29,,Pending,,Delhivery,21.58
SHP-01217,ORD-00906,SUP-0142,2024-11-23,2024-12-04,,In Transit,,DTDC,193.81
SHP-01218,ORD-01485,SUP-0164,2025-03-28,2025-04-03,,In Transit,,Ecom Express,140.64
SHP-01219,ORD-01468,SUP-0172,2025-08-27,2025-09-05,,Cancelled,,Delhivery,245.64
SHP-01220,ORD-01375,SUP-0127,2025-05-27,2025-05-29,,Pending,,Ecom Express,179.4
SHP-01221,ORD-00411,SUP-0001,2025-12-08,2025-12-22,,Cancelled,,Ecom Express,52.97
SHP-01222,ORD-00803,SUP-0123,2024-12-12,2024-12-24,,Cancelled,,BlueDart,112.16
SHP-01223,ORD-00445,SUP-0197,2025-09-26,2025-09-28,,Pending,,Xpressbees,186.49
SHP-01224,ORD-00050,SUP-0012,2024-12-23,2025-01-06,2025-01-06,Delivered,0,Xpressbees,153.47
SHP-01225,ORD-00919,SUP-0137,2024-07-05,2024-07-19,2024-07-18,Delivered,-1,Delhivery,82.81
SHP-01226,ORD-01122,SUP-0008,2024-09-05,2024-09-14,,Cancelled,,DTDC,233.15
SHP-01227,ORD-00991,SUP-0116,2025-06-17,2025-06-22,,Pending,,Shadowfax,219.97
SHP-01228,ORD-01141,SUP-0044,2024-06-08,2024-06-14,2024-06-20,Delivered,6,Ecom Express,25.7
SHP-01229,ORD-00969,SUP-0001,2024-04-15,2024-04-20,,Delayed,,DTDC,222.16
SHP-01230,ORD-01411,SUP-0136,2024-07-15,2024-07-17,,Cancelled,,Ecom Express,135.02
SHP-01231,ORD-00069,SUP-0175,2025-02-21,2025-02-27,,Cancelled,,Shadowfax,55.03
SHP-01232,ORD-00871,SUP-0042,2025-06-12,2025-06-20,2025-06-24,Delivered,4,BlueDart,136.25
SHP-01233,ORD-00872,SUP-0103,2024-12-10,2024-12-12,,Delayed,,Xpressbees,122.78
SHP-01234,ORD-00717,SUP-0063,2025-07-31,2025-08-09,,Pending,,Safexpress,228.93
SHP-01235,ORD-00670,SUP-0082,2024-10-24,2024-11-07,2024-11-04,Delivered,-3,Safexpress,190.52
SHP-01236,ORD-01371,SUP-0034,2025-03-28,2025-04-09,,Delayed,,Ecom Express,244.42
SHP-01237,ORD-00602,SUP-0177,2024-02-10,2024-02-17,,In Transit,,DTDC,201.75
SHP-01238,ORD-01092,SUP-0129,2025-10-28,2025-11-10,,Cancelled,,Shadowfax,20.85
SHP-01239,ORD-01287,SUP-0084,2025-07-07,2025-07-21,,Pending,,Shadowfax,114.65
SHP-01240,ORD-00433,SUP-0075,2024-12-16,2024-12-26,,Delayed,,DTDC,93.15
SHP-01241,ORD-00968,SUP-0135,2025-10-06,2025-10-08,,In Transit,,Delhivery,42.46
SHP-01242,ORD-00234,SUP-0095,2024-01-17,2024-01-20,,Pending,,Delhivery,198.36
SHP-01243,ORD-00621,SUP-0104,2025-08-16,2025-08-19,,In Transit,,Xpressbees,8.38
SHP-01244,ORD-01375,SUP-0175,2024-05-01,2024-05-15,,Delayed,,DTDC,33.07
SHP-01245,ORD-00704,SUP-0098,2025-10-12,2025-10-24,,Pending,,Xpressbees,26.89
SHP-01246,ORD-01327,SUP-0113,2024-10-18,2024-10-31,2024-11-01,Delivered,1,Safexpress,165.33
SHP-01247,ORD-00093,SUP-0086,2024-02-13,2024-02-28,2024-02-29,Delivered,1,Shadowfax,78.71
SHP-01248,ORD-01313,SUP-0034,2025-07-21,2025-07-25,,Cancelled,,Safexpress,122.0
SHP-01249,ORD-00832,SUP-0010,2025-08-07,2025-08-19,,Cancelled,,Safexpress,99.18
SHP-01250,ORD-01244,SUP-0086,2024-11-11,2024-11-16,,Cancelled,,Xpressbees,164.04
SHP-01251,ORD-01426,SUP-0174,2025-10-27,2025-10-29,,Cancelled,,BlueDart,198.19
SHP-01252,ORD-00807,SUP-0104,2024-08-04,2024-08-09,,Cancelled,,Ecom Express,124.37
SHP-01253,ORD-00338,SUP-0198,2024-11-07,2024-11-14,,Pending,,Shadowfax,229.49
SHP-01254,ORD-00200,SUP-0061,2025-05-11,2025-05-21,2025-05-21,Delivered,0,Ecom Express,20.83
SHP-01255,ORD-00608,SUP-0070,2025-10-20,2025-10-26,,In Transit,,Safexpress,160.83
SHP-01256,ORD-01255,SUP-0180,2025-10-07,2025-10-15,,Delayed,,BlueDart,169.44
SHP-01257,ORD-00073,SUP-0055,2024-02-11,2024-02-17,2024-02-19,Delivered,2,Shadowfax,227.26
SHP-01258,ORD-01455,SUP-0195,2025-07-15,2025-07-21,2025-07-26,Delivered,5,Shadowfax,200.76
SHP-01259,ORD-00855,SUP-0081,2025-05-22,2025-06-06,,In Transit,,Delhivery,78.89
SHP-01260,ORD-01408,SUP-0190,2025-08-12,2025-08-15,,Delayed,,Xpressbees,17.48
SHP-01261,ORD-01187,SUP-0019,2025-05-29,2025-06-03,,Delayed,,Xpressbees,207.04
SHP-01262,ORD-01209,SUP-0137,2025-05-28,2025-06-05,2025-06-08,Delivered,3,Shadowfax,30.15
SHP-01263,ORD-00037,SUP-0098,2024-08-23,2024-08-29,,Cancelled,,Shadowfax,31.6
SHP-01264,ORD-00370,SUP-0026,2025-07-16,2025-07-23,2025-07-20,Delivered,-3,Xpressbees,66.83
SHP-01265,ORD-00535,SUP-0095,2025-02-22,2025-02-26,,Delayed,,Xpressbees,61.75
SHP-01266,ORD-00318,SUP-0028,2024-12-23,2024-12-31,,In Transit,,BlueDart,113.14
SHP-01267,ORD-01216,SUP-0045,2025-05-27,2025-06-04,,Delayed,,DTDC,217.4
SHP-01268,ORD-01197,SUP-0191,2024-12-29,2025-01-12,,Delayed,,Safexpress,148.17
SHP-01269,ORD-00633,SUP-0010,2025-05-15,2025-05-22,,Pending,,Shadowfax,19.68
SHP-01270,ORD-01156,SUP-0116,2025-10-25,2025-11-05,,Cancelled,,Delhivery,119.23
SHP-01271,ORD-00475,SUP-0195,2025-10-29,2025-11-01,,In Transit,,Ecom Express,194.63
SHP-01272,ORD-00193,SUP-0098,2025-03-10,2025-03-16,2025-03-15,Delivered,-1,DTDC,25.21
SHP-01273,ORD-00518,SUP-0010,2025-04-03,2025-04-11,2025-04-13,Delivered,2,DTDC,69.9
SHP-01274,ORD-00215,SUP-0067,2025-01-13,2025-01-21,,In Transit,,Ecom Express,242.29
SHP-01275,ORD-01398,SUP-0163,2025-11-06,2025-11-19,,Cancelled,,BlueDart,151.9
SHP-01276,ORD-00849,SUP-0095,2025-09-02,2025-09-15,,Pending,,Ecom Express,26.15
SHP-01277,ORD-01379,SUP-0187,2025-08-10,2025-08-25,2025-08-25,Delivered,0,DTDC,118.41
SHP-01278,ORD-00092,SUP-0125,2024-09-17,2024-09-27,,Cancelled,,DTDC,110.0
SHP-01279,ORD-00043,SUP-0141,2025-09-09,2025-09-23,,In Transit,,DTDC,52.12
SHP-01280,ORD-00505,SUP-0189,2025-08-31,2025-09-07,,Delayed,,BlueDart,81.55
SHP-01281,ORD-00356,SUP-0181,2025-05-01,2025-05-03,,Delayed,,DTDC,124.03
SHP-01282,ORD-01352,SUP-0067,2025-11-23,2025-11-29,2025-12-02,Delivered,3,DTDC,191.91
SHP-01283,ORD-00554,SUP-0178,2024-01-04,2024-01-12,,In Transit,,Delhivery,51.63
SHP-01284,ORD-00392,SUP-0091,2024-10-16,2024-10-23,,In Transit,,Ecom Express,99.42
SHP-01285,ORD-01141,SUP-0111,2024-07-21,2024-08-05,,In Transit,,Safexpress,42.35
SHP-01286,ORD-00181,SUP-0032,2024-07-31,2024-08-06,,Cancelled,,DTDC,173.54
SHP-01287,ORD-00706,SUP-0091,2024-03-15,2024-03-26,2024-04-02,Delivered,7,Ecom Express,232.78
SHP-01288,ORD-01288,SUP-0124,2025-01-05,2025-01-20,,In Transit,,Ecom Express,6.62
SHP-01289,ORD-00824,SUP-0016,2025-07-08,2025-07-20,,Cancelled,,Shadowfax,226.66
SHP-01290,ORD-01326,SUP-0004,2025-06-22,2025-07-05,,In Transit,,Xpressbees,43.31
SHP-01291,ORD-00148,SUP-0053,2024-06-03,2024-06-08,,Delayed,,Ecom Express,12.99
SHP-01292,ORD-01360,SUP-0126,2024-07-07,2024-07-12,,Cancelled,,Shadowfax,234.39
SHP-01293,ORD-00509,SUP-0041,2024-06-04,2024-06-13,,Delayed,,Xpressbees,65.63
SHP-01294,ORD-00317,SUP-0115,2025-02-23,2025-03-04,,In Transit,,Safexpress,110.24
